location,landing,boat,trip,anglers,species,count,released,date,source
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,16 Anglers,Rockfish,28,False,2025-05-13,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,16 Anglers,Vermilion Rockfish,32,False,2025-05-13,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,27 Anglers,Sculpin,1,False,2025-05-13,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,27 Anglers,Sheephead,1,False,2025-05-13,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,27 Anglers,Calico Bass,15,False,2025-05-13,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,27 Anglers,Rockfish,2,False,2025-05-13,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,27 Anglers,Calico Bass,50,True,2025-05-13,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,28 Anglers,Rockfish,185,False,2025-05-14,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,32 Anglers,Sculpin,3,False,2025-05-14,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,32 Anglers,Sheephead,4,False,2025-05-14,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,32 Anglers,Rockfish,50,False,2025-05-14,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,32 Anglers,Vermilion Rockfish,64,False,2025-05-14,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,13 Anglers,Sculpin,1,False,2025-05-14,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,13 Anglers,Calico Bass,3,False,2025-05-14,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,13 Anglers,Rockfish,65,False,2025-05-14,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,13 Anglers,Red Rockfish,26,False,2025-05-14,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,12 Anglers,Rockfish,95,False,2025-05-14,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,12 Anglers,Sanddab,25,False,2025-05-14,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,El Gato Dos,1/2 Day AM,3 Anglers,Rockfish,15,False,2025-05-14,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,9 Anglers,Rockfish,38,False,2025-05-14,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,29 Anglers,Sculpin,2,False,2025-05-14,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,29 Anglers,Calico Bass,12,False,2025-05-14,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,29 Anglers,Rockfish,1,False,2025-05-14,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,29 Anglers,Calico Bass,50,True,2025-05-14,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,29 Anglers,Rockfish,276,False,2025-05-15,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,18 Anglers,Sculpin,1,False,2025-05-15,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,18 Anglers,Sheephead,5,False,2025-05-15,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,18 Anglers,Lingcod,3,False,2025-05-15,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,18 Anglers,Rockfish,59,False,2025-05-15,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,18 Anglers,Vermilion Rockfish,36,False,2025-05-15,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Lierty,3/4 Day,14 Anglers,Bonito,70,False,2025-05-15,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Lierty,3/4 Day,14 Anglers,Rockfish,43,False,2025-05-15,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Lierty,3/4 Day,14 Anglers,Vermilion Rockfish,27,False,2025-05-15,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,19 Anglers,Rockfish,142,False,2025-05-15,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,10 Anglers,Rockfish,80,False,2025-05-15,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,10 Anglers,Sanddab,25,False,2025-05-15,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,22 Anglers,Rockfish,160,False,2025-05-15,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,23 Anglers,Sheephead,1,False,2025-05-15,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,23 Anglers,Yellowtail,1,False,2025-05-15,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,23 Anglers,Calico Bass,34,False,2025-05-15,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,23 Anglers,Calico Bass,75,True,2025-05-15,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,24 Anglers,Bonito (up to 10 pounds),41,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,15 Anglers,Sheephead,3,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,15 Anglers,Lingcod,2,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,15 Anglers,Rockfish,71,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,15 Anglers,Vermilion Rockfish,30,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Lierty,Full Day,24 Anglers,Lingcod,1,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Lierty,Full Day,24 Anglers,Bonito (up to 10 pounds),99,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Lierty,Full Day,24 Anglers,Rockfish,127,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Lierty,Full Day,24 Anglers,Vermilion Rockfish,42,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Nautilus,1/2 Day AM,6 Anglers,Rockfish,27,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,25 Anglers,Bonito,34,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,25 Anglers,Rockfish,107,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,16 Anglers,Bonito,1,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,16 Anglers,Rockfish,54,False,2025-05-16,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,3/4 Day,28 Anglers,Sand Bass,2,False,2025-05-16,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,3/4 Day,28 Anglers,Calico Bass,29,False,2025-05-16,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,3/4 Day,28 Anglers,Sand Bass,4,True,2025-05-16,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,3/4 Day,28 Anglers,Barracuda,2,True,2025-05-16,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,3/4 Day,28 Anglers,Halibut,5,True,2025-05-16,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,3/4 Day,28 Anglers,Calico Bass,125,True,2025-05-16,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,11 Anglers,Whitefish,2,False,2025-05-16,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,11 Anglers,Rockfish,85,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,New Lo-An,2 Day,25 Anglers,Bluefin Tuna,35,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,New Lo-An,2 Day,25 Anglers,Yellowtail,1,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,New Lo-An,2 Day,25 Anglers,Bonito,1,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,19 Anglers,Bonito,60,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,19 Anglers,Rockfish,15,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,11 Anglers,Sand Bass,1,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,11 Anglers,Calico Bass,16,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,11 Anglers,Rockfish,12,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,11 Anglers,Calico Bass,40,True,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,24 Anglers,Barracuda,1,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,24 Anglers,Sheephead,2,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,24 Anglers,Calico Bass,22,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,24 Anglers,Rockfish,4,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,24 Anglers,Calico Bass,75,True,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,16 Anglers,Yellowtail,4,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,16 Anglers,Bonito,80,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,16 Anglers,Spanish Jack,1,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Triute,1.5 Day,11 Anglers,Bluefin Tuna (up to 180 pounds),25,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Triute,1.5 Day,11 Anglers,Yellowtail,15,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Triute,1.5 Day,11 Anglers,Bonito,8,False,2025-05-16,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,56 Anglers,Bonito,4,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,45 Anglers,Sculpin,6,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,45 Anglers,Sheephead,2,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,45 Anglers,Lingcod,1,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,45 Anglers,Rockfish,54,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,45 Anglers,Vermilion Rockfish,85,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Nautilus,1/2 Day PM,4 Anglers,Rockfish,21,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Nautilus,1/2 Day PM,4 Anglers,Red Rockfish,8,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,49 Anglers,Bonito,13,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,49 Anglers,Rockfish,92,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,54 Anglers,Sculpin,5,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,54 Anglers,Sheephead,1,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,54 Anglers,Calico Bass,1,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,54 Anglers,Rockfish,81,False,2025-05-17,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,1/2 Day AM,11 Anglers,Whitefish,1,False,2025-05-17,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,1/2 Day AM,11 Anglers,Rockfish,80,False,2025-05-17,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,18 Anglers,Rockfish,80,False,2025-05-17,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,18 Anglers,Sanddab,20,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,15 Anglers,Bonito,4,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,15 Anglers,Rockfish,40,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,21 Anglers,Barred Sand Bass,1,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,21 Anglers,Sculpin,35,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,21 Anglers,Sheephead,1,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,21 Anglers,Lingcod,1,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,21 Anglers,Whitefish,61,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,21 Anglers,Bonito,70,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,21 Anglers,Rockfish,12,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,Full Day,17 Anglers,Yellowtail,4,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,Full Day,17 Anglers,Bonito,31,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Highliner,Overnight,19 Anglers,Bluefin Tuna,5,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Highliner,Overnight,19 Anglers,Bonito,20,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,16 Anglers,Bonito,45,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,47 Anglers,Sculpin,10,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,47 Anglers,Sheephead,4,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,47 Anglers,Calico Bass,5,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,47 Anglers,Whitefish,1,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,47 Anglers,Rockfish,140,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,16 Anglers,Bonito,80,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,1/2 Day AM,28 Anglers,Bonito,36,False,2025-05-17,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,27 Anglers,Sculpin,3,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,27 Anglers,Sheephead,2,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,27 Anglers,Lingcod,1,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,27 Anglers,Rockfish,77,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,44 Anglers,Sculpin,6,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,44 Anglers,Sheephead,2,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,44 Anglers,Lingcod,1,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,44 Anglers,Rockfish,85,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Lierty,Full Day,11 Anglers,Bonito,49,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Pegasus,2 Day,16 Anglers,Bluefin Tuna,10,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Pegasus,2 Day,16 Anglers,Yellowtail,4,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Pegasus,2 Day,16 Anglers,Rockfish,57,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Pegasus,2 Day,16 Anglers,Vermilion Rockfish,38,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Horizon,1.5 Day,23 Anglers,Bonito,52,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Legend,2.5 Day,23 Anglers,Bluefin Tuna,30,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Little G,2.5 Day,6 Anglers,Bluefin Tuna,19,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,49 Anglers,Bonito,15,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,49 Anglers,Rockfish,123,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,17 Anglers,Sculpin,3,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,17 Anglers,Calico Bass,25,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,17 Anglers,Lingcod,1,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,17 Anglers,Rockfish,15,False,2025-05-18,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,25 Anglers,Sculpin,16,False,2025-05-18,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,25 Anglers,Whitefish,3,False,2025-05-18,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,25 Anglers,Rockfish,85,False,2025-05-18,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,25 Anglers,Sanddab,30,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,34 Anglers,Sculpin,2,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,34 Anglers,Lingcod,2,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,34 Anglers,Whitefish,31,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,34 Anglers,Rockfish,35,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,34 Anglers,Red Rockfish,64,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,12 Anglers,Sand Bass,2,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,12 Anglers,Sculpin,11,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,12 Anglers,Calico Bass,2,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,12 Anglers,Rockfish,70,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,33 Anglers,Bonito,9,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,33 Anglers,Rockfish,20,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,37 Anglers,Sculpin,5,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,37 Anglers,Rockfish,50,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Pacific Voyager,2 Day,20 Anglers,Bluefin Tuna (up to 100 pounds),24,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Pacific Voyager,2 Day,20 Anglers,Bonito,75,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Polaris Supreme,3 Day,24 Anglers,Bluefin Tuna,56,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,1/2 Day PM,26 Anglers,Sculpin,3,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,1/2 Day PM,26 Anglers,Sheephead,1,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,1/2 Day PM,26 Anglers,Calico Bass,1,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,1/2 Day PM,26 Anglers,Whitefish,47,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,1/2 Day PM,26 Anglers,Rockfish,21,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Triute,1.5 Day,27 Anglers,Bluefin Tuna,2,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Triute,1.5 Day,27 Anglers,Bonito,10,False,2025-05-18,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,14 Anglers,Sheephead,3,False,2025-05-19,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,14 Anglers,Calico Bass,13,False,2025-05-19,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,14 Anglers,Rockfish,27,False,2025-05-19,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,14 Anglers,Calico Bass,55,True,2025-05-19,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,15 Anglers,Yellowtail,12,False,2025-05-19,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,15 Anglers,Bonito,7,False,2025-05-19,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,15 Anglers,Rockfish,120,False,2025-05-19,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,8 Anglers,Rockfish,80,False,2025-05-19,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,13 Anglers,Rockfish,75,False,2025-05-19,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,16 Anglers,Calico Bass,5,False,2025-05-19,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,16 Anglers,Rockfish,11,False,2025-05-19,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,12 Anglers,Sculpin,2,False,2025-05-20,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,12 Anglers,Calico Bass,1,False,2025-05-20,San Diego Fish Reports
