location,landing,boat,trip,anglers,species,count,released,date,source
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,16 Anglers,Sand Bass,8,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,16 Anglers,Sculpin,31,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,16 Anglers,Rockfish,11,False,2025-04-10,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,19 Anglers,Sculpin,143,False,2025-04-10,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,19 Anglers,Rockfish,89,False,2025-04-10,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,19 Anglers,Sanddab,40,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,24 Anglers,Calico Bass,1,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,24 Anglers,Whitefish,1,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,24 Anglers,Rockfish,60,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,24 Anglers,Vermilion Rockfish,12,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,13 Anglers,Sand Bass,2,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,13 Anglers,Whitefish,7,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,13 Anglers,Rockfish,9,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,13 Anglers,Vermilion Rockfish,6,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,15 Anglers,Sculpin,6,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,15 Anglers,Lingcod,1,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,15 Anglers,Whitefish,16,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,15 Anglers,Rockfish,28,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,15 Anglers,Vermilion Rockfish,7,False,2025-04-10,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,11 Anglers,Sculpin,11,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,11 Anglers,Sheephead,22,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,11 Anglers,Rockfish,66,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,52 Anglers,Sculpin,1,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,52 Anglers,Rockfish,55,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,16 Anglers,Sand Bass,5,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,16 Anglers,Sculpin,28,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,16 Anglers,Rockfish,38,False,2025-04-11,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Blue Horizon,3/4 Day,28 Anglers,Sculpin,1,False,2025-04-11,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Blue Horizon,3/4 Day,28 Anglers,Whitefish,72,False,2025-04-11,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Blue Horizon,3/4 Day,28 Anglers,Rockfish,107,False,2025-04-11,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Blue Horizon,3/4 Day,28 Anglers,Sanddab,30,False,2025-04-11,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,0 Anglers,Sculpin,70,False,2025-04-11,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,0 Anglers,Whitefish,3,False,2025-04-11,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,0 Anglers,Rockfish,85,False,2025-04-11,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,0 Anglers,Sanddab,25,False,2025-04-11,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,0 Anglers,Sculpin,30,True,2025-04-11,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,11 Anglers,Barred Sand Bass,4,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,11 Anglers,Whitefish,20,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,11 Anglers,Rockfish,20,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,11 Anglers,Red Rockfish,22,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,18 Anglers,Sculpin,6,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,18 Anglers,Rockfish,25,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,18 Anglers,Vermilion Rockfish,7,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,12 Anglers,Sculpin,2,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,12 Anglers,Whitefish,2,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,12 Anglers,Rockfish,48,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,12 Anglers,Vermilion Rockfish,11,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,10 Anglers,Whitefish,2,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,10 Anglers,Rockfish,50,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,10 Anglers,Vermilion Rockfish,35,False,2025-04-11,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,18 Anglers,Sculpin,7,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,18 Anglers,Sheephead,8,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,18 Anglers,Rockfish,16,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,53 Anglers,Sand Bass,3,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,53 Anglers,Sculpin,28,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,53 Anglers,Sheephead,7,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,53 Anglers,Calico Bass,1,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,53 Anglers,Rockfish,74,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Horizon,Full Day,23 Anglers,Sculpin,2,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Horizon,Full Day,23 Anglers,Sheephead,1,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Horizon,Full Day,23 Anglers,Lingcod,1,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Horizon,Full Day,23 Anglers,Whitefish,102,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Horizon,Full Day,23 Anglers,Rockfish,113,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Horizon,Full Day,23 Anglers,Red Rockfish,11,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,29 Anglers,Sand Bass,22,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,29 Anglers,Sculpin,52,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,29 Anglers,Calico Bass,2,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,29 Anglers,Rockfish,71,False,2025-04-12,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,36 Anglers,Sculpin,21,False,2025-04-12,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,36 Anglers,Copper Rockfish,1,False,2025-04-12,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,36 Anglers,Rockfish,35,False,2025-04-12,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,36 Anglers,Sanddab,59,False,2025-04-12,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,36 Anglers,Red Rockfish,11,False,2025-04-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,3/4 Day,6 Anglers,Sculpin,2,False,2025-04-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,3/4 Day,6 Anglers,Rockfish,60,False,2025-04-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,3/4 Day,6 Anglers,Sanddab,20,False,2025-04-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,28 Anglers,Sand Bass,1,False,2025-04-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,28 Anglers,Sculpin,101,False,2025-04-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,28 Anglers,Whitefish,13,False,2025-04-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,28 Anglers,Rockfish,82,False,2025-04-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,28 Anglers,Sanddab,20,False,2025-04-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,28 Anglers,Sculpin,50,True,2025-04-12,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,14 Anglers,Barred Sand Bass,6,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,14 Anglers,Whitefish,4,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,14 Anglers,Rockfish,10,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,14 Anglers,Red Rockfish,28,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,53 Anglers,Sand Bass,1,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,53 Anglers,Sculpin,5,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,53 Anglers,Whitefish,7,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,53 Anglers,Rockfish,46,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,53 Anglers,Vermilion Rockfish,18,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,20 Anglers,Sculpin,3,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,20 Anglers,Whitefish,19,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,20 Anglers,Rockfish,26,False,2025-04-12,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,20 Anglers,Vermilion Rockfish,3,False,2025-04-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Blue Horizon,1/2 Day AM,18 Anglers,Sculpin,7,False,2025-04-13,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Blue Horizon,1/2 Day AM,18 Anglers,Whitefish,1,False,2025-04-13,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Blue Horizon,1/2 Day AM,18 Anglers,Rockfish,23,False,2025-04-13,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Blue Horizon,1/2 Day AM,18 Anglers,Sanddab,20,False,2025-04-13,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,28 Anglers,Sculpin,25,False,2025-04-13,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,28 Anglers,Whitefish,1,False,2025-04-13,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,28 Anglers,Rockfish,83,False,2025-04-13,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,28 Anglers,Sanddab,60,False,2025-04-13,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,El Gato Dos,3/4 Day,6 Anglers,Rockfish,45,False,2025-04-13,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,39 Anglers,Sheephead,2,False,2025-04-13,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,39 Anglers,Whitefish,5,False,2025-04-13,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,39 Anglers,Rockfish,30,False,2025-04-13,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,39 Anglers,Vermilion Rockfish,25,False,2025-04-13,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,45 Anglers,Sculpin,4,False,2025-04-13,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,45 Anglers,Whitefish,7,False,2025-04-13,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,45 Anglers,Rockfish,70,False,2025-04-13,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,18 Anglers,Sculpin,9,False,2025-04-14,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,18 Anglers,Rockfish,54,False,2025-04-14,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Excaliur,Overnight,8 Anglers,Whitefish,10,False,2025-04-14,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Excaliur,Overnight,8 Anglers,Rockfish,70,False,2025-04-14,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,16 Anglers,Sand Bass,13,False,2025-04-14,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,16 Anglers,Sculpin,20,False,2025-04-14,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,16 Anglers,Rockfish,60,False,2025-04-14,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Blue Horizon,1/2 Day AM,6 Anglers,Whitefish,1,False,2025-04-14,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Blue Horizon,1/2 Day AM,6 Anglers,Rockfish,41,False,2025-04-14,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Blue Horizon,1/2 Day AM,6 Anglers,Sanddab,7,False,2025-04-14,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,12 Anglers,Sculpin,35,False,2025-04-14,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,12 Anglers,Whitefish,3,False,2025-04-14,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,12 Anglers,Rockfish,50,False,2025-04-14,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,12 Anglers,Sanddab,15,False,2025-04-14,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,12 Anglers,Sculpin,20,True,2025-04-14,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,13 Anglers,Sculpin,3,False,2025-04-14,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,13 Anglers,Whitefish,4,False,2025-04-14,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,13 Anglers,Rockfish,33,False,2025-04-14,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,13 Anglers,Vermilion Rockfish,26,False,2025-04-14,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,10 Anglers,Yellowtail,7,False,2025-04-14,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,10 Anglers,Bonito,50,False,2025-04-14,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,19 Anglers,Sand Bass,25,False,2025-04-15,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,19 Anglers,Sculpin,15,False,2025-04-15,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,19 Anglers,Rockfish,24,False,2025-04-15,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,13 Anglers,Sand Bass,1,False,2025-04-15,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,13 Anglers,Sculpin,17,False,2025-04-15,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,13 Anglers,Copper Rockfish,2,False,2025-04-15,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,13 Anglers,Whitefish,1,False,2025-04-15,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,13 Anglers,Rockfish,5,False,2025-04-15,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,13 Anglers,Sanddab,31,False,2025-04-15,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,13 Anglers,Red Rockfish,9,False,2025-04-15,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Blue Horizon,3/4 Day,16 Anglers,Sculpin,12,False,2025-04-15,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Blue Horizon,3/4 Day,16 Anglers,Rockfish,160,False,2025-04-15,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Blue Horizon,3/4 Day,16 Anglers,Sanddab,40,False,2025-04-15,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Sea Star,1/2 Day AM,5 Anglers,Sculpin,2,False,2025-04-15,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Sea Star,1/2 Day AM,5 Anglers,Sheephead,2,False,2025-04-15,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Sea Star,1/2 Day AM,5 Anglers,Whitefish,7,False,2025-04-15,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,32 Anglers,Sculpin,34,False,2025-04-15,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,32 Anglers,Sheephead,1,False,2025-04-15,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,32 Anglers,Whitefish,2,False,2025-04-15,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,32 Anglers,Rockfish,85,False,2025-04-15,San Diego Fish Reports
